team	year	number	name	position	games_played	points	minutes	goals	assists	shots	fouls
Ogden Outlaws	2006	22	Mentgen, Nicholas	M	8	365	1	1	3	6	3
Ogden Outlaws	2006	8	Nova, William	M	13	416	1		2	10	4
Ogden Outlaws	2006	5	Phillips, Stephen		10	351	2		4	5	4
Ogden Outlaws	2006	21	Powell, Kenan	D	16	1416				3	16
Ogden Outlaws	2006	0	Roraff, Andrew	GK							
Ogden Outlaws	2006	20	Serdarevic, Armin	M	9	463	1	2	4	12	8
Ogden Outlaws	2006	24	Sharpsteen, Noah		12	461	1		2	12	9
Ogden Outlaws	2006	13	Shimizu, Bret	M	8	657	1	2	4	18	9
Ogden Outlaws	2006	1	Taylor, Justin	GK	8	720					
Ogden Outlaws	2006	4	Waters, TJ	M	16	1168	1		2	20	24
Ogden Outlaws	2006	12	Weron, Sean	M	4	193				2	4
Tacoma Tide	2006	4	Abel, Justin		6	536		1	1	2	3
Tacoma Tide	2006	10	Agu, Rory	F	9	621	5	3	13	17	2
Tacoma Tide	2006	6	Anton, Eric		12	972	2		4	22	12
Tacoma Tide	2006	21	Buehrens, Dan	D	6	288				1	4
Tacoma Tide	2006	13	Cletts, Scott	D	1	90					1
Tacoma Tide	2006	8	Cochran, Taylor		11	839					1
Tacoma Tide	2006	4	Darnell, Brandon		14	841				5	11
Tacoma Tide	2006	16	Ferguson, Micheal		11	635	1		2	8	12
Tacoma Tide	2006	2	Foss, Sean		8	316				5	3
Tacoma Tide	2006	3	Hallenbeck, Jeff		10	784	2	1	5	8	6
Tacoma Tide	2006	11	Hand, Scott	F	12	598	2	1	5	10	10
Tacoma Tide	2006	18	Jennings, Jordan		12	926					
Tacoma Tide	2006	12	Jennings, Trevor		14	732				2	4
Tacoma Tide	2006	1	Lawson, Brian		6	518					
Tacoma Tide	2006	13	Letts, Scott	D	1	68					4
Tacoma Tide	2006	13	Loveless, Nick		1	60					1
Tacoma Tide	2006	19	Mohn, Stephen		10	739				1	5
Tacoma Tide	2006	10	Raymond, Chris	M	4	170				3	2
Tacoma Tide	2006	13	Roberts, Aaron	D	8	581				1	12
Tacoma Tide	2006	21	Schomaker, Spencer		13	863	4	4	12	16	18
Tacoma Tide	2006	20	Selby, David		1	55					1
Tacoma Tide	2006	14	Spencer, Steven J		13	866	3	1	7	12	6
Tacoma Tide	2006	17	Tangen, Stefan		10	900					8
Tacoma Tide	2006	22	Valentine, Cameron		12	671		1	1	2	2
Tacoma Tide	2006	15	Varlamos, Nicholas J		12	683	1		2	10	4
Tacoma Tide	2006	24	Voss, Jay	M	4	290					1
Tacoma Tide	2006	5	Williams, Lee		9	712				2	14
Tacoma Tide	2006	7	Willis, Andy		6	408	1	2	4	10	5
Cascade Surge	2006	0	Bentley, Brett		1	65					
Cascade Surge	2006	21	Chapman, Chris	D	14	1247	1	1	3	7	36
Cascade Surge	2006	25	Chavez, Mauricio		10	641	2		4	15	6
Cascade Surge	2006	8	Cheek, Ryan		10	598	2	1	5	13	11
Cascade Surge	2006	12	Clarke, Alexander	D	11	630					7
Cascade Surge	2006	14	Davis, Kenneth	M	6	434	3	2	8	6	7
Cascade Surge	2006	17	Dawson, Conor	M	1	42				2	1
Cascade Surge	2006	11	DeJonghe, Bryan	M	14	905	1	1	3	6	1
Cascade Surge	2006	1	Eguren, David	GK	4	315					1
Cascade Surge	2006	22	Geleynse, Michael		4	138				1	
Cascade Surge	2006	18	Goodwill, Geoffrey (Geoff)	F	12	433				5	1
Cascade Surge	2006	3	Griffiths, Anthony	D	13	1139		2	2	10	20
Cascade Surge	2006	5	Hagen, Tyler		13	710		1	1	11	3
Cascade Surge	2006	10	Hatcher, Jason	D	10	497				3	10
Cascade Surge	2006	20	Knight, Grant	M	12	928	2	1	5	3	11
Cascade Surge	2006	2	Marten, Michael	F	11	724	2		4	14	8
Cascade Surge	2006	9	Neely-Gallagher, Quinn	D	11	796	1	1	3	1	15
Cascade Surge	2006	19	Otto, Michael	M	4	261		1	1	3	5
Cascade Surge	2006	0	Reese, Steve	GK	6	367					
Cascade Surge	2006	24	Ryan, Thomas	D	7	443					8
Cascade Surge	2006	15	Sedor, Nicholas		10	312				2	3
Cascade Surge	2006	16	Segebart, Kyle	F	16	1342				9	12
Cascade Surge	2006	27	Shene, Jory	GK	9	693					
Cascade Surge	2006	23	Thoms, Christopher	F	4	217				3	6
Cascade Surge	2006	24	Vander Pol, Ryan	M	10	515				7	12
Cascade Surge	2006	6	Veach, David	M	11	550				3	5
Cascade Surge	2006	4	Young, James	D	11	990					6
Southern California Seahorses	2006	1	Larson, Greg	GK	3	47					
Southern California Seahorses	2006	2	Searles, John (JT)	M/D	14	1166	3	1	7	20	13
Southern California Seahorses	2006	3	Lawson, Beau (Lawdog)	M	12	689	1	1	3	6	10
Southern California Seahorses	2006	4	Jepson, Timmy	D/M	6	414	1		2	1	3
Southern California Seahorses	2006	5	Kellar, Skelly (Skells)	D/M	14	1111	1		2	8	11
Southern California Seahorses	2006	6	Hayashi, Kent	D	13	768	1		2	2	12
Southern California Seahorses	2006	7	Ligonde, Edwidge	D	13	888		1	1	1	9
Southern California Seahorses	2006	8	Brooks, Damon	D	10	244				1	1
Southern California Seahorses	2006	9	Rus, Cristian	F	13	754	6	2	14	16	5
Southern California Seahorses	2006	10	Vallejo, Jorge (Monaldinho)	M	11	405				11	4
Southern California Seahorses	2006	11	Wiens, Tobias (Toby)	F	14	777	2	2	6	15	3
Southern California Seahorses	2006	12	Ladera, Angelo Gee	D	11	921		1	1	2	13
Southern California Seahorses	2006	13	Sarega, Andrew	M	4	94				1	5
Southern California Seahorses	2006	14	Thornton, Jared (Jet)	M	13	444	1	2	4	7	10
Southern California Seahorses	2006	15	Cox, Evan	D	8	229		1	1		3
Southern California Seahorses	2006	16	Young, Daniel (DY)	M	13	1002				3	10
Southern California Seahorses	2006	17	Kilpatrick, Colin	D	14	1108	2	1	5	3	9
Southern California Seahorses	2006	19	Arias, Jordan	M	14	1062	2		4	14	16
Southern California Seahorses	2006	20	Hansen, Josh	F	15	1092	8	4	20	47	8
Southern California Seahorses	2006	22	Leonard, Stanley (Liam)	F	9	293	2		4	8	4
Southern California Seahorses	2006	24	Reed, Eric	GK	15	1303					
Orange County Blue Star	2006		Barry, Tyler								
Orange County Blue Star	2006	11	Boyce, Jason		3	187	1		2	7	2
Orange County Blue Star	2006	19	Cloutier, Braeden		5	110				1	
Orange County Blue Star	2006	14	Corbin, Scott	D	8	312	3		6	7	4
Orange County Blue Star	2006		Dunn, Cameron	D							
Orange County Blue Star	2006	18	Ebert, Eric	M	11	955	1		2	2	3
Orange County Blue Star	2006	22	Ettinger, Craig	M	2	29					
Orange County Blue Star	2006	3	Evans, Brad	F	8	651	2		4	16	5
Orange County Blue Star	2006	15	Farfan, Gabriel		1	33					1
Orange County Blue Star	2006	7	Farfan, Michael		1	52	1		2	2	
Orange County Blue Star	2006	9	Halmilton, Anthony		14	1011	8		16	29	9
Orange County Blue Star	2006	3	Higgins, Shaun	D	10	831				5	14
Orange County Blue Star	2006	23	Hummel, Erik	M	4	205		1	1	3	
Orange County Blue Star	2006	15	Irvin, Brian	M	5	183	1		2	1	2
Orange County Blue Star	2006	0	Johnson, William		2	97					
Orange County Blue Star	2006	4	Kljestan, Gordon		11	985				5	13
Orange County Blue Star	2006	12	Lamming, Cameron		3	97					
Orange County Blue Star	2006	13	Larrabee, Scott	M	8	495	1	1	3	6	7
Orange County Blue Star	2006	6	Lopez, Sem		14	1077	3	3	9	14	20
Orange County Blue Star	2006	22	Marion, Patrick	D	4	157				1	1
Orange County Blue Star	2006	8	Meissner, Kevin	M	1	38					
Orange County Blue Star	2006	4	Murphy, Matthew	M	3	138				1	
Orange County Blue Star	2006	1	Pena, Nathan	GK	10	893					
Orange County Blue Star	2006	13	Rivera, Sergio		4	288				1	5
Orange County Blue Star	2006	19	Rogers, Robbie		3	270	2	1	5	9	2
Orange County Blue Star	2006	10	Roselli, Christopher		3	187				5	3
Orange County Blue Star	2006	2	Saunders, Shawn		12	1017				1	9
Orange County Blue Star	2006	16	Schager, Adam	M	14	795				5	19
Orange County Blue Star	2006	1	Schoeni, John	GK	4	360					
Orange County Blue Star	2006	5	Serafini, Berkeley		8	678				4	4
Orange County Blue Star	2006	14	Theslof, Nick	M	3	34					3
Orange County Blue Star	2006	20	Theslof, Tyler	M	9	604	1	1	3	7	11
Orange County Blue Star	2006	17	Upton, Matthew		1	28				1	
Orange County Blue Star	2006	17	Valdez, Ryan		7	567		1	1	3	9
Orange County Blue Star	2006	11	Westbrook, Shane	M	10	587					4
Orange County Blue Star	2006	21	Zizzo, Sal	F	11	846	4	1	9	20	5
San Fernando Valley Quakes	2006	6	Amaro, Jamen		11	805	1	2	4	2	8
San Fernando Valley Quakes	2006	16	Avila, Eric		3	228				1	2
San Fernando Valley Quakes	2006	33	Barrera, Diego		4	135	1		2	3	4
San Fernando Valley Quakes	2006	3	Burlic, Tommy		1	8					
San Fernando Valley Quakes	2006	17	Byrne, Bryan		4	275	2	1	5	6	
San Fernando Valley Quakes	2006	4	Canel, Taylor		7	390		1	1	5	11
San Fernando Valley Quakes	2006	11	Davis, Matthew		16	1247		3	3	12	7
San Fernando Valley Quakes	2006		Flores, Rob								
San Fernando Valley Quakes	2006	2	Folk, Gregory		11	703	1		2	7	2
San Fernando Valley Quakes	2006	5	Franklin, Sean		15	1350	2	2	6	15	11
San Fernando Valley Quakes	2006	8	Frimpong, Eric		3	226	2	1	5	6	
San Fernando Valley Quakes	2006	19	Griffin, Maxwell		9	473	2		4	7	2
San Fernando Valley Quakes	2006	18	Guppy, Kevin		16	1440		1	1		
San Fernando Valley Quakes	2006	7	Hanks, Derek		14	1260	5		10	10	7
San Fernando Valley Quakes	2006	13	Hill, Kamani		10	574	1		2	5	2
San Fernando Valley Quakes	2006	19	Jordan, Bryan	F	7	318					5
