        name	team	position	games_played	minutes	goals	assists	shots	fouls_committed	year
Phillips, Derek	Chesapeake Dragons		9	501	2	4	14	11	2004
Rodway, Ian	Chesapeake Dragons		0	0	0	0	0	0	2004
Rub, Philip	Chesapeake Dragons		1	52	1	0	0	0	2004
Sterde, Kwame	Chesapeake Dragons	M 	3	50	0	0	3	2	2004
Thompson, Abe	Chesapeake Dragons		12	1057	8	2	23	3	2004
Thompson, Zak	Chesapeake Dragons		5	450	0	0	0	0	2004
Waddell, Matthew	Chesapeake Dragons	M 	4	90	0	0	1	3	2004
Waddell, Scott	Chesapeake Dragons	D 	1	90	0	0	0	3	2004
Wideman, Chris	Chesapeake Dragons	GK 	1	90	0	0	0	0	2004
Wolfe, Hayes	Chesapeake Dragons	M 	2	40	0	0	0	0	2004
Armstrong, Ty	Raleigh CASL Elite	M/F 	0	0	0	0	0	0	2004
Beltz, Cass	Raleigh CASL Elite	M 	9	607	1	0	4	1	2004
Bickford, Stephen	Raleigh CASL Elite	F 	7	361	7	1	10	4	2004
Bienes, Russell	Raleigh CASL Elite	D 	5	360	0	0	3	5	2004
Boole, David	Raleigh CASL Elite	M/F 	12	1033	1	2	16	9	2004
Buehler, David	Raleigh CASL Elite	D 	16	1441	2	0	6	25	2004
Catlett, Chris	Raleigh CASL Elite	D 	12	1036	0	0	0	3	2004
Clark, William B	Raleigh CASL Elite		10	611	0	0	6	2	2004
Creasman, Bartley (Bart)	Raleigh CASL Elite		8	697	0	0	0	0	2004
Curfman, Steven G	Raleigh CASL Elite		6	495	1	2	14	8	2004
Currey, Adam	Raleigh CASL Elite	M 	7	630	0	0	9	2	2004
